id,task,context,query,distractor_count,expected_focus,difficulty,brain_zone,neural_analog
tagp_sustained_0082,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0122,Selective Filtering,The meeting is at 3 PM. Don't forget to call mom. Pay electricity bill. Renew library books. The car needs oil change. Buy groceries on the way home. Doctor appointment on Friday. Please send the report. Critical: System failure in production. Immediate action required.,What is the critical message?,8,System failure in production,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0214,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,20,"5, 4",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0008,Adversarial Needle,The password is: password1 | The password is: 123456 | The password is: monkey123 | The password is: CORRECT_answ3r!XK9 | The password is: admin456 | The password is: letmein789 | The password is: hunter2 | The password is: qwerty123 | The password is: football,What is the correct password?,5,CORRECT_answ3r!XK9,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0355,Adversarial Needle,Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 6: variable product = 30 | Debug line 1: variable x = 5 | Debug line 4: variable sum = 20 | Debug line 5: ERROR: division by zero | Debug line 7: variable diff = -5 | Debug line 8: ERROR: null pointer | Debug line 2: variable y = 10 | Debug line 3: variable z = 15,What is the REAL error message?,1,REAL_bug_buffer_overflow_0xdeadbeef,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0025,Adversarial Needle,Debug line 5: ERROR: division by zero | Debug line 7: variable diff = -5 | Debug line 2: variable y = 10 | Debug line 1: variable x = 5 | Debug line 4: variable sum = 20 | Debug line 6: variable product = 30 | Debug line 3: variable z = 15 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 8: ERROR: null pointer,What is the REAL error message?,1,REAL_bug_buffer_overflow_0xdeadbeef,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0250,Adversarial Needle,The password is: password1 | The password is: football | The password is: hunter2 | The password is: monkey123 | The password is: 123456 | The password is: CORRECT_answ3r!XK9 | The password is: admin456 | The password is: qwerty123 | The password is: letmein789,What is the correct password?,1,CORRECT_answ3r!XK9,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0270,Selective Filtering,The API key is sk_live_abc123xyz789. Cats are furry animals. I like pizza. The weather is nice today.,What is the API key?,3,sk_live_abc123xyz789,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_needle_0090,Adversarial Needle,The password is: CORRECT_answ3r!XK9 | The password is: password1 | The password is: admin456 | The password is: 123456 | The password is: hunter2 | The password is: qwerty123 | The password is: monkey123 | The password is: letmein789 | The password is: football,What is the correct password?,1,CORRECT_answ3r!XK9,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0020,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,1,car,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0118,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,18,"5, 4",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0068,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,18,"5, 4",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0321,Adversarial Needle,Debug line 1: variable x = 5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 4: variable sum = 20 | Debug line 7: variable diff = -5 | Debug line 8: ERROR: null pointer | Debug line 5: ERROR: division by zero | Debug line 2: variable y = 10 | Debug line 3: variable z = 15 | Debug line 6: variable product = 30,What is the REAL error message?,2,REAL_bug_buffer_overflow_0xdeadbeef,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0256,Sustained Over Length,The project started in January. Team Alpha was assigned to it. They completed phase 1 in February. Phase 2 took until March. The final deliverable was in April.,When was phase 2 completed?,5,March,5.5051,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0299,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,5,Item B,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0210,Adversarial Needle,The password is: CORRECT_answ3r!XK9 | The password is: hunter2 | The password is: monkey123 | The password is: admin456 | The password is: letmein789 | The password is: qwerty123 | The password is: football | The password is: 123456 | The password is: password1,What is the correct password?,1,CORRECT_answ3r!XK9,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0216,Selective Filtering,I like pizza. The sky is blue. Cats are furry animals. Water is wet. The API key is sk_live_abc123xyz789. The weather is nice today.,What is the API key?,5,sk_live_abc123xyz789,5.5051,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0090,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,10,"5, 4",3.0,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_shift_0009,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,5,Item B,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0057,Adversarial Needle,Debug line 5: ERROR: division by zero | Debug line 8: ERROR: null pointer | Debug line 6: variable product = 30 | Debug line 7: variable diff = -5 | Debug line 1: variable x = 5 | Debug line 3: variable z = 15 | Debug line 4: variable sum = 20 | Debug line 2: variable y = 10 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef,What is the REAL error message?,3,REAL_bug_buffer_overflow_0xdeadbeef,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0119,Sustained Over Length,Chapter 1: The hero begins their journey. Chapter 2: They meet a wise mentor. Chapter 3: The first challenge appears. Chapter 4: A companion joins the party. Chapter 5: They discover an ancient map. Chapter 6: The villain is revealed. Chapter 7: A betrayal occurs. Chapter 8: The hero loses hope. Chapter 9: A revelation restores faith. Chapter 10: The final battle begins. Chapter 11: Victory seems impossible. Chapter 12: A sacrifice is made. Chapter 13: The villain's weakness is found. Chapter 14: The hero gains new power. Chapter 15: The tide turns. Chapter 16: The companion falls. Chapter 17: The hero presses on alone. Chapter 18: The villain is defeated. Chapter 19: The world is saved. Chapter 20: Peace returns to the land. Chapter 21: The hero's legend lives on.,In which chapter does the hero lose hope?,21,Chapter 8,30.861,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0436,Adversarial Needle,The password is: 123456 | The password is: letmein789 | The password is: qwerty123 | The password is: hunter2 | The password is: CORRECT_answ3r!XK9 | The password is: monkey123 | The password is: football | The password is: admin456 | The password is: password1,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0192,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,3,car,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0156,Adversarial Needle,The password is: admin456 | The password is: password1 | The password is: letmein789 | The password is: monkey123 | The password is: football | The password is: CORRECT_answ3r!XK9 | The password is: qwerty123 | The password is: hunter2 | The password is: 123456,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0211,Adversarial Needle,Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 4: variable sum = 20 | Debug line 8: ERROR: null pointer | Debug line 5: ERROR: division by zero | Debug line 3: variable z = 15 | Debug line 2: variable y = 10 | Debug line 1: variable x = 5 | Debug line 7: variable diff = -5 | Debug line 6: variable product = 30,What is the REAL error message?,2,REAL_bug_buffer_overflow_0xdeadbeef,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0439,Selective Filtering,C++ is low-level. PHP is for web development. Rust is fast and safe. The error code is ERR_TIMEOUT_DB_CONNECTION. Ruby is elegant. Go is good for concurrency. Python is popular for AI. JavaScript is a programming language. Java runs on JVM.,What is the error code?,21,ERR_TIMEOUT_DB_CONNECTION,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0399,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,5,Item B,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0439,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,20,"3, 2",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0215,Adversarial Needle,Debug line 2: variable y = 10 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 8: ERROR: null pointer | Debug line 3: variable z = 15 | Debug line 1: variable x = 5 | Debug line 4: variable sum = 20 | Debug line 6: variable product = 30 | Debug line 5: ERROR: division by zero | Debug line 7: variable diff = -5,What is the REAL error message?,1,REAL_bug_buffer_overflow_0xdeadbeef,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0168,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,4,car,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0284,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,5,car,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0097,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0273,Adversarial Needle,Debug line 7: variable diff = -5 | Debug line 4: variable sum = 20 | Debug line 5: ERROR: division by zero | Debug line 2: variable y = 10 | Debug line 6: variable product = 30 | Debug line 3: variable z = 15 | Debug line 8: ERROR: null pointer | Debug line 1: variable x = 5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef,What is the REAL error message?,5,REAL_bug_buffer_overflow_0xdeadbeef,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0381,Adversarial Needle,Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 3: variable z = 15 | Debug line 1: variable x = 5 | Debug line 6: variable product = 30 | Debug line 7: variable diff = -5 | Debug line 5: ERROR: division by zero | Debug line 8: ERROR: null pointer | Debug line 2: variable y = 10 | Debug line 4: variable sum = 20,What is the REAL error message?,2,REAL_bug_buffer_overflow_0xdeadbeef,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0304,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,5,car,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0212,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0299,Adversarial Needle,Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 2: variable y = 10 | Debug line 7: variable diff = -5 | Debug line 3: variable z = 15 | Debug line 4: variable sum = 20 | Debug line 5: ERROR: division by zero | Debug line 6: variable product = 30 | Debug line 1: variable x = 5 | Debug line 8: ERROR: null pointer,What is the REAL error message?,8,REAL_bug_buffer_overflow_0xdeadbeef,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0166,Adversarial Needle,The password is: 123456 | The password is: admin456 | The password is: letmein789 | The password is: hunter2 | The password is: password1 | The password is: CORRECT_answ3r!XK9 | The password is: qwerty123 | The password is: football | The password is: monkey123,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0011,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0140,Adversarial Needle,The password is: letmein789 | The password is: admin456 | The password is: monkey123 | The password is: 123456 | The password is: qwerty123 | The password is: football | The password is: CORRECT_answ3r!XK9 | The password is: hunter2 | The password is: password1,What is the correct password?,1,CORRECT_answ3r!XK9,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0389,Adversarial Needle,Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 5: ERROR: division by zero | Debug line 3: variable z = 15 | Debug line 8: ERROR: null pointer | Debug line 6: variable product = 30 | Debug line 7: variable diff = -5 | Debug line 2: variable y = 10 | Debug line 1: variable x = 5 | Debug line 4: variable sum = 20,What is the REAL error message?,8,REAL_bug_buffer_overflow_0xdeadbeef,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0238,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0287,Adversarial Needle,Debug line 5: ERROR: division by zero | Debug line 4: variable sum = 20 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 3: variable z = 15 | Debug line 6: variable product = 30 | Debug line 8: ERROR: null pointer | Debug line 1: variable x = 5 | Debug line 2: variable y = 10 | Debug line 7: variable diff = -5,What is the REAL error message?,3,REAL_bug_buffer_overflow_0xdeadbeef,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0159,Selective Filtering,I like pizza. Cars have wheels. Books have pages. Water is wet. The sky is blue. Trees have leaves. The API key is sk_live_abc123xyz789. The weather is nice today. Cats are furry animals.,What is the API key?,21,sk_live_abc123xyz789,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_filter_0408,Selective Filtering,Cats are furry animals. Trees have leaves. Books have pages. The API key is sk_live_abc123xyz789. Water is wet. The sky is blue. Cars have wheels. The weather is nice today. I like pizza.,What is the API key?,13,sk_live_abc123xyz789,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_needle_0236,Adversarial Needle,The password is: password1 | The password is: qwerty123 | The password is: 123456 | The password is: football | The password is: admin456 | The password is: CORRECT_answ3r!XK9 | The password is: hunter2 | The password is: letmein789 | The password is: monkey123,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0169,Sustained Over Length,Chapter 1: The hero begins their journey. Chapter 2: They meet a wise mentor. Chapter 3: The first challenge appears. Chapter 4: A companion joins the party. Chapter 5: They discover an ancient map. Chapter 6: The villain is revealed. Chapter 7: A betrayal occurs. Chapter 8: The hero loses hope. Chapter 9: A revelation restores faith. Chapter 10: The final battle begins. Chapter 11: Victory seems impossible. Chapter 12: A sacrifice is made. Chapter 13: The villain's weakness is found. Chapter 14: The hero gains new power. Chapter 15: The tide turns. Chapter 16: The companion falls. Chapter 17: The hero presses on alone. Chapter 18: The villain is defeated. Chapter 19: The world is saved. Chapter 20: Peace returns to the land. Chapter 21: The hero's legend lives on.,In which chapter does the hero lose hope?,21,Chapter 8,30.861,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0335,Adversarial Needle,Debug line 6: variable product = 30 | Debug line 8: ERROR: null pointer | Debug line 4: variable sum = 20 | Debug line 1: variable x = 5 | Debug line 2: variable y = 10 | Debug line 5: ERROR: division by zero | Debug line 7: variable diff = -5 | Debug line 3: variable z = 15 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef,What is the REAL error message?,1,REAL_bug_buffer_overflow_0xdeadbeef,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0087,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,3,Item B,9.6981,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0325,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_filter_0144,Selective Filtering,Water is wet. I like pizza. Cars have wheels. Trees have leaves. Books have pages. The sky is blue. The weather is nice today. The API key is sk_live_abc123xyz789. Cats are furry animals.,What is the API key?,21,sk_live_abc123xyz789,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0081,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,2,Item B,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0194,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,20,"5, 4",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0167,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0211,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,12,"3, 2",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0015,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0427,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,15,"3, 2",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0219,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,20,"3, 2",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_shift_0230,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,1,car,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0178,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0262,Selective Filtering,Python is popular for AI. PHP is for web development. Rust is fast and safe. Go is good for concurrency. Java runs on JVM. C++ is low-level. The error code is ERR_TIMEOUT_DB_CONNECTION. Ruby is elegant. JavaScript is a programming language.,What is the error code?,8,ERR_TIMEOUT_DB_CONNECTION,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_sustained_0331,Sustained Over Length,The project started in January. Team Alpha was assigned to it. They completed phase 1 in February. Phase 2 took until March. The final deliverable was in April.,When was phase 2 completed?,5,March,5.5051,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0385,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,10,"3, 2",3.0,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0341,Adversarial Needle,Debug line 8: ERROR: null pointer | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 1: variable x = 5 | Debug line 2: variable y = 10 | Debug line 5: ERROR: division by zero | Debug line 7: variable diff = -5 | Debug line 4: variable sum = 20 | Debug line 6: variable product = 30 | Debug line 3: variable z = 15,What is the REAL error message?,2,REAL_bug_buffer_overflow_0xdeadbeef,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0273,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,18,"3, 2",31.232700000000005,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0009,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,20,"3, 2",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0286,Adversarial Needle,The password is: letmein789 | The password is: admin456 | The password is: qwerty123 | The password is: monkey123 | The password is: CORRECT_answ3r!XK9 | The password is: football | The password is: hunter2 | The password is: password1 | The password is: 123456,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0268,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,4,car,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
tagp_filter_0280,Selective Filtering,The error code is ERR_TIMEOUT_DB_CONNECTION. Python is popular for AI. JavaScript is a programming language. Rust is fast and safe.,What is the error code?,3,ERR_TIMEOUT_DB_CONNECTION,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0345,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,10,"3, 2",3.0,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0394,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,20,"5, 4",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0165,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,10,"3, 2",3.0,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_shift_0410,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,1,car,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0021,Sustained Over Length,The project started in January. Team Alpha was assigned to it. They completed phase 1 in February. Phase 2 took until March. The final deliverable was in April.,When was phase 2 completed?,5,March,5.5051,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_divided_0301,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,12,"3, 2",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_shift_0419,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,5,Item B,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_filter_0106,Selective Filtering,JavaScript is a programming language. Python is popular for AI. Rust is fast and safe. Java runs on JVM. The error code is ERR_TIMEOUT_DB_CONNECTION. Go is good for concurrency.,What is the error code?,5,ERR_TIMEOUT_DB_CONNECTION,5.5051,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0116,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,12,"5, 4",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0289,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,20,"3, 2",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0223,Selective Filtering,Python is popular for AI. Ruby is elegant. JavaScript is a programming language. Java runs on JVM. Go is good for concurrency. The error code is ERR_TIMEOUT_DB_CONNECTION. Rust is fast and safe. PHP is for web development. C++ is low-level.,What is the error code?,13,ERR_TIMEOUT_DB_CONNECTION,17.3515,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0274,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,20,"5, 4",61.722,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0056,Adversarial Needle,The password is: football | The password is: CORRECT_answ3r!XK9 | The password is: qwerty123 | The password is: hunter2 | The password is: 123456 | The password is: admin456 | The password is: monkey123 | The password is: password1 | The password is: letmein789,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
