id,task,question,answer,ground_truth_confidence,difficulty,brain_zone,neural_analog
tmp_confidence_calibration_0986,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0987,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0988,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0989,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0990,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0991,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0992,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0993,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0994,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0995,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0996,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0997,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0998,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0999,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1000,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1001,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1002,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1003,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1004,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1005,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1006,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1007,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1008,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1009,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1010,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1011,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1012,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1013,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1014,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1015,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1016,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1017,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1018,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1019,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1020,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1021,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1022,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1023,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1024,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1025,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1026,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1027,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1028,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1029,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1030,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1031,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1032,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1033,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1034,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1035,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1036,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1037,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1038,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1039,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1040,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1041,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1042,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1043,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1044,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1045,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1046,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1047,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1048,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1049,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1050,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1051,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1052,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1053,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1054,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1055,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1056,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1057,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1058,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1059,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1060,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1061,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1062,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1063,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1064,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1065,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1066,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1067,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1068,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1069,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1070,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1071,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1072,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1073,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1074,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1075,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1076,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1077,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1078,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1079,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1080,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1081,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1082,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1083,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1084,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1085,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1086,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1087,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1088,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1089,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1090,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1091,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1092,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1093,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1094,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1095,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1096,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1097,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1098,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1099,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1100,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1101,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1102,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1103,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1104,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1105,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1106,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1107,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1108,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1109,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1110,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1111,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1112,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1113,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1114,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1115,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1116,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1117,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1118,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1119,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1120,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1121,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1122,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1123,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1124,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1125,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1126,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1127,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1128,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1129,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1130,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1131,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1132,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1133,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1134,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1135,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1136,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1137,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1138,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1139,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1140,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1141,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1142,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1143,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1144,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1145,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1146,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1147,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_1148,Confidence Calibration,What is 2^20?,1048576,0.98,9.6981,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
