id,task,scenario,perspective,expected_inference,difficulty,brain_zone,neural_analog
tscp_tom_0090,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0310,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_neg_0046,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0426,Audience Adaptation,"Topic: How the internet works
Audience: Grandparent who never used computers
Required complexity: avoid jargon, use familiar comparisons",Level 2 adaptation,Internet is like a postal system for messages,11.0102,broca,Broca area adjusts complexity based on audience model
tscp_prag_0024,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_neg_0360,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0082,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_prag_0104,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0307,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_norm_0262,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_neg_0240,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0221,Audience Adaptation,"Topic: How the internet works
Audience: Grandparent who never used computers
Required complexity: avoid jargon, use familiar comparisons",Level 2 adaptation,Internet is like a postal system for messages,11.0102,broca,Broca area adjusts complexity based on audience model
tscp_prag_0258,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0182,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0251,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_neg_0203,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0151,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0305,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_tom_0204,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0432,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_norm_0351,Implicit Social Norms,Guest arrives 15 minutes late to dinner party.,Level 2 cultural awareness,Apology appropriate in most Western contexts,11.0102,ofc,OFC social value system for cultural norm inference
tscp_neg_0149,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0171,Audience Adaptation,"Topic: How the internet works
Audience: Grandparent who never used computers
Required complexity: avoid jargon, use familiar comparisons",Level 2 adaptation,Internet is like a postal system for messages,11.0102,broca,Broca area adjusts complexity based on audience model
tscp_tom_0351,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0035,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0401,Audience Adaptation,"Topic: How the internet works
Audience: Grandparent who never used computers
Required complexity: avoid jargon, use familiar comparisons",Level 2 adaptation,Internet is like a postal system for messages,11.0102,broca,Broca area adjusts complexity based on audience model
tscp_norm_0144,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_norm_0370,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_tom_0040,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0130,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0153,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0062,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_norm_0212,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_neg_0343,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0421,Audience Adaptation,"Topic: How the internet works
Audience: Grandparent who never used computers
Required complexity: avoid jargon, use familiar comparisons",Level 2 adaptation,Internet is like a postal system for messages,11.0102,broca,Broca area adjusts complexity based on audience model
tscp_norm_0231,Implicit Social Norms,Guest arrives 15 minutes late to dinner party.,Level 2 cultural awareness,Apology appropriate in most Western contexts,11.0102,ofc,OFC social value system for cultural norm inference
tscp_neg_0329,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0063,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0371,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0050,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_aud_0057,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_aud_0417,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_aud_0259,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_norm_0178,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_norm_0070,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_norm_0177,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_prag_0432,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0226,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0202,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_neg_0373,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0134,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0384,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0328,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0124,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_prag_0109,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0161,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_tom_0313,Theory of Mind — False Belief,Manager assigns Task A to Developer X and Task B to Developer Y. Manager emails X about changes to Task A but forgets to email Y. X and Y discuss tasks; X mentions the changes to Y. Manager assumes Y knows about changes.,Level 4 perspective taking,"No, Manager is correct by coincidence (Y knows, but not from Manager)",69.406,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0049,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_norm_0317,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_aud_0003,Audience Adaptation,"Topic: Quantum computing
Audience: Physics undergraduate students
Required complexity: technical but accessible, use relevant analogies",Level 4 adaptation,"Discuss qubits, superposition, entanglement with some math",69.406,broca,Broca area adjusts complexity based on audience model
tscp_prag_0267,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0239,Pragmatic Inference,"Utterance: 'Well, that went exactly as planned.'
Context: After a presentation where projector failed, laptop crashed, and speaker tripped on stage.",Level 5 context cues,sarcastic with multiple failure cues,154.305,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0364,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_prag_0402,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0434,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0265,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_neg_0042,Negotiation,Three siblings inherit $300K. Sibling A cared for parents for 5 years. Sibling B visited monthly. Sibling C lived abroad with no contact.,Level 3 fairness reasoning,Equitable split: A > B > C,29.0943,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0435,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_norm_0366,Implicit Social Norms,Guest arrives 15 minutes late to dinner party.,Level 2 cultural awareness,Apology appropriate in most Western contexts,11.0102,ofc,OFC social value system for cultural norm inference
tscp_neg_0402,Negotiation,Three siblings inherit $300K. Sibling A cared for parents for 5 years. Sibling B visited monthly. Sibling C lived abroad with no contact.,Level 3 fairness reasoning,Equitable split: A > B > C,29.0943,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0072,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0315,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_neg_0054,Negotiation,International treaty: Country A reduces emissions 50% at high cost. Country B reduces 10% at low cost. Country C is developing and increases emissions. Climate impact: global but costs local.,Level 5 fairness reasoning,"A and B should reduce more, C gets allowance for development",154.305,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_tom_0359,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0165,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0387,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_tom_0417,Theory of Mind — False Belief,Alice tells Bob that a surprise party is at 5 PM. Bob tells Charlie it's at 5 PM. Alice changes time to 6 PM but doesn't tell Bob. Bob doesn't tell Charlie about the change.,Level 3 perspective taking,5 PM (inherited Bob's false belief),29.0943,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_prag_0303,Pragmatic Inference,"Utterance: 'This soup is a bit spicy.'
Context: Diner at restaurant, soup is extremely hot, diner is coughing.",Level 4 context cues,understatement/litotes,69.406,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0366,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_norm_0349,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_tom_0400,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0064,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_neg_0180,Negotiation,Alice offers Bob $10 for an item worth $15. Bob counters at $12.,Level 1 fairness reasoning,Fair compromise: both benefit,3.0,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_aud_0395,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_aud_0257,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_aud_0065,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_prag_0280,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_prag_0277,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0173,Audience Adaptation,"Topic: Quantum computing
Audience: Physics undergraduate students
Required complexity: technical but accessible, use relevant analogies",Level 4 adaptation,"Discuss qubits, superposition, entanglement with some math",69.406,broca,Broca area adjusts complexity based on audience model
tscp_aud_0190,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_aud_0022,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_tom_0056,Theory of Mind — False Belief,John puts his keys on the table and goes outside. Mary moves the keys to a drawer. John's friend tells him 'Mary moved your keys.' John doesn't know where Mary moved them.,Level 2 perspective taking,"Keys were moved, but John doesn't know where",11.0102,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0338,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_norm_0328,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_prag_0177,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0180,Audience Adaptation,"Topic: How a computer works
Audience: 5-year-old child
Required complexity: simple analogies, basic concepts",Level 1 adaptation,Computer is like a brain that follows instructions,3.0,broca,Broca area adjusts complexity based on audience model
tscp_aud_0319,Audience Adaptation,"Topic: Advanced machine learning
Audience: ML research conference
Required complexity: highly technical, current research, equations expected",Level 5 adaptation,"Assume deep knowledge, discuss cutting-edge techniques",154.305,broca,Broca area adjusts complexity based on audience model
tscp_neg_0301,Negotiation,Company offers employee $50K for role worth $70K market rate. Employee asks for $65K. Company says $55K final.,Level 2 fairness reasoning,Unfair: Company underpays relative to market,11.0102,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_prag_0147,Pragmatic Inference,"Utterance: 'Do you have the time?'
Context: Person approaches stranger on street.",Level 3 context cues,request for information,29.0943,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_aud_0406,Audience Adaptation,"Topic: How the internet works
Audience: Grandparent who never used computers
Required complexity: avoid jargon, use familiar comparisons",Level 2 adaptation,Internet is like a postal system for messages,11.0102,broca,Broca area adjusts complexity based on audience model
tscp_tom_0009,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_neg_0053,Negotiation,Startup: Founder A invested $100K and works full-time. Founder B invested $500K but doesn't work. Co-founder C joined with no investment but key technical skills.,Level 4 fairness reasoning,"Complex equity: B for money, A for work, C for skills",69.406,ofc,OFC + HABENULA.detectUnfair() evaluates social fairness
tscp_norm_0395,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_norm_0164,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_norm_0433,Implicit Social Norms,Business meeting in Japan. Foreign executive hands business card with one hand.,Level 4 cultural awareness,Two-handed exchange shows proper respect,69.406,ofc,OFC social value system for cultural norm inference
tscp_aud_0386,Audience Adaptation,"Topic: How the internet works
Audience: Grandparent who never used computers
Required complexity: avoid jargon, use familiar comparisons",Level 2 adaptation,Internet is like a postal system for messages,11.0102,broca,Broca area adjusts complexity based on audience model
tscp_aud_0382,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_norm_0077,Implicit Social Norms,Coworker's family member passed away. You see them at office.,Level 3 cultural awareness,"Brief sympathy, then give space",29.0943,ofc,OFC social value system for cultural norm inference
tscp_norm_0035,Implicit Social Norms,Person enters elevator and sees another person inside.,Level 1 cultural awareness,Minimal acknowledgment expected,3.0,ofc,OFC social value system for cultural norm inference
tscp_tom_0439,Theory of Mind — False Belief,"In a complex organization: CEO tells VP1 about strategy change. VP1 tells Director A, who tells Manager 1. CEO also tells VP2, who tells Director B, who tells Manager 2. Manager 1 and Manager 2 discuss. CEO assumes all managers know. But Director A was on vacation and didn't tell Manager 1 correctly.",Level 5 perspective taking,Only Manager 2. Manager 1 is misinformed due to vacation gap.,154.305,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_norm_0324,Implicit Social Norms,Multi-cultural team meeting. Team member from high-context culture gives indirect feedback. Manager from low-context culture doesn't understand.,Level 5 cultural awareness,Cultural competence: decode high-context communication,154.305,ofc,OFC social value system for cultural norm inference
tscp_prag_0325,Pragmatic Inference,"Utterance: 'Great weather for a picnic!'
Context: It's raining heavily outside.",Level 1 context cues,sarcastic,3.0,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
tscp_tom_0150,Theory of Mind — False Belief,Sally puts a toy in a basket and leaves. Anne moves the toy to a box. Sally returns.,Level 1 perspective taking,basket (false belief),3.0,tom,TheoryOfMind.modelOther() simulates other agent's mental state
tscp_aud_0412,Audience Adaptation,"Topic: Blockchain technology
Audience: Business executives
Required complexity: focus on business value, minimal technical detail",Level 3 adaptation,"Emphasize security, transparency, efficiency",29.0943,broca,Broca area adjusts complexity based on audience model
tscp_prag_0071,Pragmatic Inference,"Utterance: 'I just love waiting in line for 3 hours.'
Context: Speaker looks frustrated and checks watch repeatedly.",Level 2 context cues,ironic,11.0102,wernicke,"Wernicke area comprehends non-literal language (sarcasm, irony)"
