id,task,context,actions_needed,constraints,expected_result,difficulty,brain_zone,neural_analog
tefb_stroop_0420,Stroop-like Inhibition,"Automatic response: Color of word: RED
Instruction: Read the word, ignore its meaning
Target: Shape of letters",1,Inhibit automatic response,"Inhibit color response, report shape (e.g., 'straight lines')",3.0,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_conflict_0393,Conflicting Instructions,"Instruction 1: Prioritize accuracy over speed
Instruction 2: Respond as quickly as possible
Input: Calculate sqrt(144) × 3",4,Resolve conflict according to context,"Accuracy first: 36, speed secondary",69.406,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0412,Multi-Step Planning,"Build an AGI system with multi-modal perception, reasoning, planning, and execution across multiple domains.",21,"All modules functional, integrated behavior coherent, safety enforced",Functional AGI system with aligned behavior,187.0575,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_conflict_0043,Conflicting Instructions,"Instruction 1: Prioritize accuracy over speed
Instruction 2: Respond as quickly as possible
Input: Calculate sqrt(144) × 3",4,Resolve conflict according to context,"Accuracy first: 36, speed secondary",69.406,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_wisco_0017,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",3,Discover new rule from feedback,Discover shape-based sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_wisco_0452,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",3,Discover new rule from feedback,Discover shape-based sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_conflict_0070,Conflicting Instructions,"Instruction 1: Always return lowercase
Instruction 2: Capitalize proper nouns
Input: What is the capital of France?",1,Resolve conflict according to context,Paris (conflict resolved: proper noun wins),3.0,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0164,Multi-Step Planning,Build a simple HTTP server that serves static files and handles API requests.,5,"Files served correctly, API responses valid, errors logged",Functional HTTP server,86.75750000000001,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_wisco_0292,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",3,Discover new rule from feedback,Adapt to color sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_stroop_0454,Stroop-like Inhibition,"Automatic response: Question: 2 + 2
Instruction: Answer 5 (this is wrong, ignore it)
Target: Correct answer",5,Inhibit automatic response,Answer 4 (inhibit instruction that contradicts facts),154.305,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_memory_0216,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_memory_0384,Working Memory Span,"Data: ['item_0', 'item_1', 'item_2', 'item_3', 'item_4', 'item_5', 'item_6', 'item_7', 'item_8', 'item_9', 'item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20']
Operations: Categorize items by letter count, sort alphabetically within groups, find median of each group, report total of medians",21,Maintain 21 items in working memory,"Groups calculated, medians found, totals computed",648.081,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_stroop_0286,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0470,Stroop-like Inhibition,"Automatic response: Color of word: RED
Instruction: Read the word, ignore its meaning
Target: Shape of letters",1,Inhibit automatic response,"Inhibit color response, report shape (e.g., 'straight lines')",3.0,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0043,Stroop-like Inhibition,"Automatic response: Sound: loud noise
Instruction: Stay calm and don't react
Target: Stress response",4,Inhibit automatic response,Maintain composure (inhibit startle response),69.406,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0429,Stroop-like Inhibition,"Automatic response: Question: 2 + 2
Instruction: Answer 5 (this is wrong, ignore it)
Target: Correct answer",5,Inhibit automatic response,Answer 4 (inhibit instruction that contradicts facts),154.305,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0318,Stroop-like Inhibition,"Automatic response: Sound: loud noise
Instruction: Stay calm and don't react
Target: Stress response",4,Inhibit automatic response,Maintain composure (inhibit startle response),69.406,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_wisco_0347,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",3,Discover new rule from feedback,Discover shape-based sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_wisco_0047,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",3,Discover new rule from feedback,Discover shape-based sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_stroop_0170,Stroop-like Inhibition,"Automatic response: Color of word: RED
Instruction: Read the word, ignore its meaning
Target: Shape of letters",1,Inhibit automatic response,"Inhibit color response, report shape (e.g., 'straight lines')",3.0,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0006,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_conflict_0031,Conflicting Instructions,"Instruction 1: Be concise (under 10 words)
Instruction 2: Be thorough and detailed
Input: Explain quantum entanglement",2,Resolve conflict according to context,Balanced response (detailed enough but not verbose),11.0102,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_wisco_0056,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",2,Discover new rule from feedback,Discover shape-based sorting,11.0102,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_conflict_0087,Conflicting Instructions,"Instruction 1: Assume user is expert
Instruction 2: Explain like to beginner
Input: What is a neural network?",3,Resolve conflict according to context,Detect expertise level and adjust explanation accordingly,29.0943,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0231,Multi-Step Planning,You need to open the file 'data.txt' and read its contents.,1,File exists and is readable,File contents read successfully,3.0,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_conflict_0159,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0148,Multi-Step Planning,User wants to convert a CSV file to JSON. The CSV has headers.,2,"Valid CSV format, all rows converted",JSON object with all data,11.0102,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_wisco_0238,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",5,Discover new rule from feedback,Adapt to color sorting,86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_stroop_0151,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_plan_0293,Multi-Step Planning,"Build an AGI system with multi-modal perception, reasoning, planning, and execution across multiple domains.",21,"All modules functional, integrated behavior coherent, safety enforced",Functional AGI system with aligned behavior,187.0575,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_plan_0265,Multi-Step Planning,"Build an AGI system with multi-modal perception, reasoning, planning, and execution across multiple domains.",21,"All modules functional, integrated behavior coherent, safety enforced",Functional AGI system with aligned behavior,187.0575,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_plan_0234,Multi-Step Planning,Build a simple HTTP server that serves static files and handles API requests.,5,"Files served correctly, API responses valid, errors logged",Functional HTTP server,86.75750000000001,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_wisco_0024,Wisconsin Card Sort,"Cards: [{'color': 'red', 'shape': 'circle', 'number': 1}, {'color': 'red', 'shape': 'circle', 'number': 2}, {'color': 'red', 'shape': 'circle', 'number': 3}]
Correct sort: number
Feedback: Wrong. Try another rule.
New cards: [{'color': 'red', 'shape': 'circle', 'number': 4}]",8,Discover new rule from feedback,Adapt to new rule (shape),246.888,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_stroop_0417,Stroop-like Inhibition,"Automatic response: Sequence: UP, UP, UP
Instruction: When you see UP, press DOWN
Target: Counter-factual response",3,Inhibit automatic response,Press DOWN (inhibit pattern matching),29.0943,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_memory_0369,Working Memory Span,"Data: ['item_0', 'item_1', 'item_2', 'item_3', 'item_4', 'item_5', 'item_6', 'item_7', 'item_8', 'item_9', 'item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20']
Operations: Categorize items by letter count, sort alphabetically within groups, find median of each group, report total of medians",21,Maintain 21 items in working memory,"Groups calculated, medians found, totals computed",648.081,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_wisco_0383,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",5,Discover new rule from feedback,Discover shape-based sorting,86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_memory_0404,Working Memory Span,"Data: ['item_0', 'item_1', 'item_2', 'item_3', 'item_4', 'item_5', 'item_6', 'item_7', 'item_8', 'item_9', 'item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20']
Operations: Categorize items by letter count, sort alphabetically within groups, find median of each group, report total of medians",21,Maintain 21 items in working memory,"Groups calculated, medians found, totals computed",648.081,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_wisco_0343,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",5,Discover new rule from feedback,Adapt to color sorting,86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_memory_0461,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_conflict_0424,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_wisco_0220,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",1,Discover new rule from feedback,Adapt to color sorting,3.0,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_wisco_0055,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",1,Discover new rule from feedback,Adapt to color sorting,3.0,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_wisco_0111,Wisconsin Card Sort,"Cards: [{'color': 'red', 'shape': 'circle', 'number': 1}, {'color': 'red', 'shape': 'circle', 'number': 2}, {'color': 'red', 'shape': 'circle', 'number': 3}]
Correct sort: number
Feedback: Wrong. Try another rule.
New cards: [{'color': 'red', 'shape': 'circle', 'number': 4}]",2,Discover new rule from feedback,Adapt to new rule (shape),11.0102,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_plan_0134,Multi-Step Planning,User wants to convert a CSV file to JSON. The CSV has headers.,2,"Valid CSV format, all rows converted",JSON object with all data,11.0102,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_stroop_0412,Stroop-like Inhibition,"Automatic response: Sequence: UP, UP, UP
Instruction: When you see UP, press DOWN
Target: Counter-factual response",3,Inhibit automatic response,Press DOWN (inhibit pattern matching),29.0943,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_conflict_0006,Conflicting Instructions,"Instruction 1: Be concise (under 10 words)
Instruction 2: Be thorough and detailed
Input: Explain quantum entanglement",2,Resolve conflict according to context,Balanced response (detailed enough but not verbose),11.0102,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0446,Multi-Step Planning,"Design and implement a distributed system with load balancing, caching, and fault tolerance.",13,"System handles failures, load distributed, cache effective",Production-ready distributed system,63.1033,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_conflict_0334,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_plan_0414,Multi-Step Planning,User wants to convert a CSV file to JSON. The CSV has headers.,2,"Valid CSV format, all rows converted",JSON object with all data,11.0102,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_conflict_0124,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_stroop_0163,Stroop-like Inhibition,"Automatic response: Sound: loud noise
Instruction: Stay calm and don't react
Target: Stress response",4,Inhibit automatic response,Maintain composure (inhibit startle response),69.406,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_memory_0285,Working Memory Span,"Data: ['apple', 'banana', 'cherry']
Operations: Remember first item, count vowels in second, check if third is fruit",3,Maintain 3 items in working memory,"apple, 3 (a, e, a), yes",9.0,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_memory_0005,Working Memory Span,"Data: ['apple', 'banana', 'cherry']
Operations: Remember first item, count vowels in second, check if third is fruit",3,Maintain 3 items in working memory,"apple, 3 (a, e, a), yes",9.0,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_memory_0173,Working Memory Span,"Data: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
Operations: Find pairs summing to 13, multiply pairs, sum results, identify prime numbers",13,Maintain 13 items in working memory,"Pairs: (1,12), (2,11), (3,10), (4,9), (5,8), (6,7). Products: 12,22,30,36,40,42. Sum: 182. Primes: 2, 3, 5, 7, 11, 13",225.5695,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_memory_0453,Working Memory Span,"Data: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
Operations: Find pairs summing to 13, multiply pairs, sum results, identify prime numbers",13,Maintain 13 items in working memory,"Pairs: (1,12), (2,11), (3,10), (4,9), (5,8), (6,7). Products: 12,22,30,36,40,42. Sum: 182. Primes: 2, 3, 5, 7, 11, 13",225.5695,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_plan_0436,Multi-Step Planning,Implement a function to sort a list of dictionaries by a specific key.,3,"Correct sorting, handles None values, preserves stability",Sorted list of dictionaries,29.0943,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_wisco_0247,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",3,Discover new rule from feedback,Adapt to color sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_memory_0266,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_stroop_0092,Stroop-like Inhibition,"Automatic response: Sequence: UP, UP, UP
Instruction: When you see UP, press DOWN
Target: Counter-factual response",3,Inhibit automatic response,Press DOWN (inhibit pattern matching),29.0943,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_wisco_0235,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",1,Discover new rule from feedback,Adapt to color sorting,3.0,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_conflict_0029,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_conflict_0199,Conflicting Instructions,"Instruction 1: Be creative and original
Instruction 2: Stick to facts and be precise
Input: What color is the sky?",5,Resolve conflict according to context,Factual answer: blue (not creative interpretation),154.305,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_memory_0222,Working Memory Span,"Data: ['cat', 'dog', 'bird', 'fish', 'elephant', 'giraffe', 'lion', 'zebra']
Operations: Filter mammals > 4 letters, count vowels in even indices, find word with 'z'",8,Maintain 8 items in working memory,"elephant (8 letters), vowels: a (cat), o (fish), i (lion), zebra has 'z'",77.5848,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_plan_0283,Multi-Step Planning,Build a simple HTTP server that serves static files and handles API requests.,5,"Files served correctly, API responses valid, errors logged",Functional HTTP server,86.75750000000001,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_stroop_0156,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_wisco_0202,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",3,Discover new rule from feedback,Adapt to color sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_wisco_0261,Wisconsin Card Sort,"Cards: [{'color': 'red', 'shape': 'circle', 'number': 1}, {'color': 'red', 'shape': 'circle', 'number': 2}, {'color': 'red', 'shape': 'circle', 'number': 3}]
Correct sort: number
Feedback: Wrong. Try another rule.
New cards: [{'color': 'red', 'shape': 'circle', 'number': 4}]",2,Discover new rule from feedback,Adapt to new rule (shape),11.0102,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_memory_0045,Working Memory Span,"Data: ['apple', 'banana', 'cherry']
Operations: Remember first item, count vowels in second, check if third is fruit",3,Maintain 3 items in working memory,"apple, 3 (a, e, a), yes",9.0,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_plan_0327,Multi-Step Planning,"Design and implement a distributed system with load balancing, caching, and fault tolerance.",13,"System handles failures, load distributed, cache effective",Production-ready distributed system,63.1033,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_wisco_0143,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",5,Discover new rule from feedback,Discover shape-based sorting,86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_wisco_0198,Wisconsin Card Sort,"Cards: [{'color': 'red', 'shape': 'circle', 'number': 1}, {'color': 'red', 'shape': 'circle', 'number': 2}, {'color': 'red', 'shape': 'circle', 'number': 3}]
Correct sort: number
Feedback: Wrong. Try another rule.
New cards: [{'color': 'red', 'shape': 'circle', 'number': 4}]",5,Discover new rule from feedback,Adapt to new rule (shape),86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_stroop_0219,Stroop-like Inhibition,"Automatic response: Question: 2 + 2
Instruction: Answer 5 (this is wrong, ignore it)
Target: Correct answer",5,Inhibit automatic response,Answer 4 (inhibit instruction that contradicts facts),154.305,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_memory_0316,Working Memory Span,"Data: ['42', 'hello', 'world', '3.14', 'Python']
Operations: Sum first two, reverse third, check if fourth > 3, identify fifth's type",5,Maintain 5 items in working memory,"42 + 3.14 = 45.14, 'dlrow', yes (3.14 > 3), string",27.525499999999997,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_stroop_0093,Stroop-like Inhibition,"Automatic response: Sound: loud noise
Instruction: Stay calm and don't react
Target: Stress response",4,Inhibit automatic response,Maintain composure (inhibit startle response),69.406,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0444,Stroop-like Inhibition,"Automatic response: Question: 2 + 2
Instruction: Answer 5 (this is wrong, ignore it)
Target: Correct answer",5,Inhibit automatic response,Answer 4 (inhibit instruction that contradicts facts),154.305,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_stroop_0316,Stroop-like Inhibition,"Automatic response: Word: LEFT
Instruction: Press the RIGHT arrow key
Target: Direction (not meaning)",2,Inhibit automatic response,Press RIGHT (inhibit semantic response),11.0102,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_wisco_0248,Wisconsin Card Sort,"Cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'green', 'shape': 'triangle', 'size': 'large'}]
Correct sort: color
Feedback: Wrong. New sorting required.
New cards: [{'color': 'green', 'shape': 'triangle', 'size': 'small'}, {'color': 'yellow', 'shape': 'triangle', 'size': 'small'}]",5,Discover new rule from feedback,Discover shape-based sorting,86.75750000000001,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_memory_0390,Working Memory Span,"Data: ['apple', 'banana', 'cherry']
Operations: Remember first item, count vowels in second, check if third is fruit",3,Maintain 3 items in working memory,"apple, 3 (a, e, a), yes",9.0,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_memory_0429,Working Memory Span,"Data: ['item_0', 'item_1', 'item_2', 'item_3', 'item_4', 'item_5', 'item_6', 'item_7', 'item_8', 'item_9', 'item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20']
Operations: Categorize items by letter count, sort alphabetically within groups, find median of each group, report total of medians",21,Maintain 21 items in working memory,"Groups calculated, medians found, totals computed",648.081,dlpfc,DLPFC maintains items with Fibonacci capacity scaling
tefb_conflict_0212,Conflicting Instructions,"Instruction 1: Assume user is expert
Instruction 2: Explain like to beginner
Input: What is a neural network?",3,Resolve conflict according to context,Detect expertise level and adjust explanation accordingly,29.0943,nigra,NIGRA + ACC.verifySafeToAction() resolves action conflicts
tefb_stroop_0177,Stroop-like Inhibition,"Automatic response: Sequence: UP, UP, UP
Instruction: When you see UP, press DOWN
Target: Counter-factual response",3,Inhibit automatic response,Press DOWN (inhibit pattern matching),29.0943,pallidus,Pallidus OFC.checkDestructiveness() inhibits impulsive actions
tefb_wisco_0142,Wisconsin Card Sort,"Cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': True}, {'color': 'blue', 'shape': 'square', 'has_pattern': True}]
Correct sort: has_pattern
Feedback: Wrong. Rule changed.
New cards: [{'color': 'blue', 'shape': 'square', 'has_pattern': False}]",3,Discover new rule from feedback,Adapt to color sorting,29.0943,striatum,Striatum Experience Engine adapts patterns based on feedback
tefb_plan_0154,Multi-Step Planning,You need to open the file 'data.txt' and read its contents.,1,File exists and is readable,File contents read successfully,3.0,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
tefb_plan_0318,Multi-Step Planning,Build a simple HTTP server that serves static files and handles API requests.,5,"Files served correctly, API responses valid, errors logged",Functional HTTP server,86.75750000000001,cortex,Cortex GoldenChain executes 28-link agentic pipeline with role-based coordination
