id,question_type,question,answer
tagp_filter_0424,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0323,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0148,factual,Which vehicle is fastest?,car
tagp_divided_0031,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0023,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0176,factual,What is the critical message?,System failure in production
tagp_needle_0002,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0198,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0321,factual,When was phase 2 completed?,March
tagp_divided_0027,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0062,factual,What is the critical message?,System failure in production
tagp_filter_0429,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0060,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0093,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0210,factual,Which vehicle is fastest?,car
tagp_filter_0252,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0254,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0230,factual,How did Alice pay?,cash
tagp_needle_0160,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0124,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0039,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0047,factual,What is the critical message?,System failure in production
tagp_sustained_0163,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0056,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0394,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0177,factual,Which server runs the API?,Server B
tagp_sustained_0077,factual,Which server runs the API?,Server B
tagp_sustained_0316,factual,When was phase 2 completed?,March
tagp_divided_0054,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0305,factual,What is the critical message?,System failure in production
tagp_sustained_0280,factual,How did Alice pay?,cash
tagp_filter_0111,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0296,factual,When was phase 2 completed?,March
tagp_divided_0010,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0358,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0101,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0003,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0263,factual,Which item has better quality?,Item B
tagp_sustained_0335,factual,How did Alice pay?,cash
tagp_filter_0422,factual,What is the critical message?,System failure in production
tagp_sustained_0261,factual,When was phase 2 completed?,March
tagp_needle_0187,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0413,factual,Which item has better quality?,Item B
tagp_divided_0016,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0156,factual,Which vehicle is fastest?,car
tagp_divided_0338,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0383,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0039,factual,Which item has better quality?,Item B
tagp_shift_0271,factual,Which item has better quality?,Item B
tagp_divided_0418,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0200,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0364,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0332,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0427,factual,Which item has better quality?,Item B
tagp_needle_0281,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0272,factual,Which server runs the API?,Server B
tagp_divided_0122,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0019,factual,Which item has better quality?,Item B
tagp_divided_0296,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0422,factual,Which server runs the API?,Server B
tagp_filter_0287,factual,What is the critical message?,System failure in production
tagp_shift_0079,factual,Which item has better quality?,Item B
tagp_needle_0382,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0157,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0426,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0380,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0425,factual,How did Alice pay?,cash
tagp_needle_0429,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0093,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0167,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0064,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0044,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0407,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0291,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0115,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0101,factual,What is the critical message?,System failure in production
tagp_filter_0336,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0387,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0123,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0178,factual,Which vehicle is fastest?,car
tagp_divided_0039,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0428,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0323,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0013,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0116,factual,When was phase 2 completed?,March
tagp_sustained_0269,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_shift_0115,factual,Which item has better quality?,Item B
tagp_sustained_0061,factual,When was phase 2 completed?,March
tagp_sustained_0390,factual,How did Alice pay?,cash
tagp_needle_0360,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0319,factual,Which item has better quality?,Item B
tagp_sustained_0231,factual,When was phase 2 completed?,March
tagp_divided_0399,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0275,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0111,factual,When was phase 2 completed?,March
tagp_needle_0376,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0199,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0305,factual,How did Alice pay?,cash
tagp_filter_0069,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0164,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0168,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0075,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0265,factual,How did Alice pay?,cash
tagp_needle_0431,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0312,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0207,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0241,factual,Which item has better quality?,Item B
tagp_filter_0338,factual,What is the critical message?,System failure in production
tagp_needle_0233,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0028,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0101,factual,When was phase 2 completed?,March
tagp_divided_0405,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0247,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0354,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0315,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0010,factual,Which vehicle is fastest?,car
tagp_needle_0280,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0300,factual,Which vehicle is fastest?,car
tagp_divided_0285,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0304,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_filter_0375,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0200,factual,What is the critical message?,System failure in production
tagp_shift_0384,factual,Which vehicle is fastest?,car
tagp_shift_0386,factual,Which vehicle is fastest?,car
tagp_filter_0213,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0170,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0164,factual,What is the critical message?,System failure in production
tagp_filter_0363,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0042,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0377,factual,Which server runs the API?,Server B
tagp_sustained_0117,factual,Which server runs the API?,Server B
tagp_shift_0063,factual,Which item has better quality?,Item B
tagp_filter_0217,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0026,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0129,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0127,factual,Which server runs the API?,Server B
tagp_shift_0198,factual,Which vehicle is fastest?,car
tagp_filter_0268,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0330,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0399,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0325,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0256,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0224,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0313,factual,Which item has better quality?,Item B
tagp_divided_0019,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0217,factual,Which item has better quality?,Item B
tagp_filter_0085,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0176,factual,Which vehicle is fastest?,car
tagp_shift_0049,factual,Which item has better quality?,Item B
tagp_sustained_0435,factual,How did Alice pay?,cash
tagp_sustained_0322,factual,Which server runs the API?,Server B
tagp_shift_0265,factual,Which item has better quality?,Item B
tagp_shift_0042,factual,Which vehicle is fastest?,car
tagp_sustained_0072,factual,Which server runs the API?,Server B
tagp_divided_0424,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0219,factual,Which item has better quality?,Item B
tagp_filter_0436,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0116,factual,What is the critical message?,System failure in production
tagp_divided_0297,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0147,factual,Which item has better quality?,Item B
tagp_needle_0348,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0317,factual,What is the critical message?,System failure in production
tagp_sustained_0219,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_filter_0053,factual,What is the critical message?,System failure in production
tagp_divided_0413,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0201,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0062,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0163,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0319,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0087,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0334,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0315,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0400,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0112,factual,Which vehicle is fastest?,car
tagp_divided_0189,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0349,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0390,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0276,factual,Which vehicle is fastest?,car
tagp_shift_0423,factual,Which item has better quality?,Item B
tagp_divided_0366,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0410,factual,What is the critical message?,System failure in production
tagp_filter_0160,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0018,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0299,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0265,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0394,factual,Which vehicle is fastest?,car
tagp_sustained_0008,factual,Which user was logged in at 09:25?,User 6
tagp_filter_0379,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0018,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0315,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0141,factual,When was phase 2 completed?,March
tagp_needle_0192,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0290,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0096,factual,When was phase 2 completed?,March
tagp_needle_0425,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0151,factual,When was phase 2 completed?,March
tagp_divided_0109,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0135,factual,Which item has better quality?,Item B
tagp_sustained_0410,factual,How did Alice pay?,cash
tagp_filter_0042,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0403,factual,Which item has better quality?,Item B
tagp_sustained_0387,factual,Which server runs the API?,Server B
tagp_shift_0291,factual,Which item has better quality?,Item B
tagp_filter_0156,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0041,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0433,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0385,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0060,factual,Which vehicle is fastest?,car
tagp_shift_0205,factual,Which item has better quality?,Item B
tagp_filter_0112,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0264,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0065,factual,How did Alice pay?,cash
tagp_shift_0095,factual,Which item has better quality?,Item B
tagp_divided_0181,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0241,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0242,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0075,factual,Which item has better quality?,Item B
tagp_divided_0154,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0083,factual,Which item has better quality?,Item B
tagp_divided_0255,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0295,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0218,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0351,factual,When was phase 2 completed?,March
tagp_filter_0254,factual,What is the critical message?,System failure in production
tagp_needle_0045,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0233,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0229,factual,Which item has better quality?,Item B
tagp_shift_0306,factual,Which vehicle is fastest?,car
tagp_needle_0366,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0439,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0401,factual,Which item has better quality?,Item B
tagp_shift_0159,factual,Which item has better quality?,Item B
tagp_filter_0411,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0034,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_filter_0253,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0266,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0419,factual,What is the critical message?,System failure in production
tagp_sustained_0346,factual,When was phase 2 completed?,March
tagp_needle_0237,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0390,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0059,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0051,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0430,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0435,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0182,factual,What is the critical message?,System failure in production
tagp_shift_0239,factual,Which item has better quality?,Item B
tagp_shift_0113,factual,Which item has better quality?,Item B
tagp_sustained_0326,factual,When was phase 2 completed?,March
tagp_filter_0071,factual,What is the critical message?,System failure in production
tagp_shift_0404,factual,Which vehicle is fastest?,car
tagp_sustained_0417,factual,Which server runs the API?,Server B
tagp_needle_0119,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0146,factual,When was phase 2 completed?,March
tagp_divided_0088,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0228,factual,Which vehicle is fastest?,car
tagp_divided_0113,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0398,factual,What is the critical message?,System failure in production
tagp_sustained_0081,factual,When was phase 2 completed?,March
tagp_shift_0077,factual,Which item has better quality?,Item B
tagp_shift_0096,factual,Which vehicle is fastest?,car
tagp_divided_0259,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0020,factual,How did Alice pay?,cash
tagp_filter_0240,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0229,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0098,factual,Which vehicle is fastest?,car
tagp_shift_0259,factual,Which item has better quality?,Item B
tagp_sustained_0374,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0276,factual,When was phase 2 completed?,March
tagp_needle_0039,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0286,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0099,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_filter_0331,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0283,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0370,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0395,factual,What is the critical message?,System failure in production
tagp_needle_0252,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0150,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0172,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0001,factual,Which item has better quality?,Item B
tagp_filter_0004,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0266,factual,What is the critical message?,System failure in production
tagp_divided_0178,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0256,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0340,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0336,factual,Which vehicle is fastest?,car
tagp_needle_0158,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0178,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0007,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0309,factual,Which item has better quality?,Item B
tagp_needle_0241,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0068,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0022,factual,Which vehicle is fastest?,car
tagp_needle_0338,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0065,factual,What is the critical message?,System failure in production
tagp_filter_0094,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0263,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0407,factual,Which server runs the API?,Server B
tagp_needle_0222,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0173,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0141,factual,Which item has better quality?,Item B
tagp_filter_0335,factual,What is the critical message?,System failure in production
tagp_divided_0325,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0048,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0238,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0347,factual,Which server runs the API?,Server B
tagp_shift_0288,factual,Which vehicle is fastest?,car
tagp_divided_0190,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0377,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0176,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0267,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0068,factual,What is the critical message?,System failure in production
tagp_needle_0284,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0418,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0353,factual,What is the critical message?,System failure in production
tagp_shift_0396,factual,Which vehicle is fastest?,car
tagp_needle_0092,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0145,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0303,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0163,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0298,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0350,factual,How did Alice pay?,cash
tagp_divided_0415,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0150,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0008,factual,What is the critical message?,System failure in production
tagp_filter_0365,factual,What is the critical message?,System failure in production
tagp_needle_0256,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0035,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0269,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0244,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0272,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0341,factual,What is the critical message?,System failure in production
tagp_divided_0249,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0128,factual,What is the critical message?,System failure in production
tagp_filter_0260,factual,What is the critical message?,System failure in production
tagp_needle_0214,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0179,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0162,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0273,factual,Which item has better quality?,Item B
tagp_sustained_0135,factual,How did Alice pay?,cash
tagp_shift_0179,factual,Which item has better quality?,Item B
tagp_sustained_0082,factual,Which server runs the API?,Server B
tagp_filter_0122,factual,What is the critical message?,System failure in production
tagp_divided_0214,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0008,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0355,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0025,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0250,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0270,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0090,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0020,factual,Which vehicle is fastest?,car
tagp_divided_0118,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0068,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0321,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0256,factual,When was phase 2 completed?,March
tagp_shift_0299,factual,Which item has better quality?,Item B
tagp_needle_0210,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0216,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0090,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0009,factual,Which item has better quality?,Item B
tagp_needle_0057,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0119,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_needle_0436,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0192,factual,Which vehicle is fastest?,car
tagp_needle_0156,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0211,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0439,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0399,factual,Which item has better quality?,Item B
tagp_divided_0439,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0215,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0168,factual,Which vehicle is fastest?,car
tagp_shift_0284,factual,Which vehicle is fastest?,car
tagp_sustained_0097,factual,Which server runs the API?,Server B
tagp_needle_0273,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0381,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0304,factual,Which vehicle is fastest?,car
tagp_sustained_0212,factual,Which server runs the API?,Server B
tagp_needle_0299,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0166,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0011,factual,Which item has better quality?,Item B
tagp_needle_0140,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0389,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0238,factual,Which user was logged in at 09:25?,User 6
tagp_needle_0287,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0159,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0408,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0236,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0169,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_needle_0335,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0087,factual,Which item has better quality?,Item B
tagp_shift_0325,factual,Which item has better quality?,Item B
tagp_filter_0144,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0081,factual,Which item has better quality?,Item B
tagp_divided_0194,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0167,factual,Which server runs the API?,Server B
tagp_divided_0211,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0015,factual,How did Alice pay?,cash
tagp_divided_0427,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0219,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0230,factual,Which vehicle is fastest?,car
tagp_sustained_0178,factual,Which user was logged in at 09:25?,User 6
