id,question_type,question,answer,choices
tmp_confidence_calibration_1144,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1145,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1146,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1147,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1148,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1149,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1150,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1151,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1152,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1153,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1154,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1155,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1156,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1157,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1158,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1159,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1160,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1161,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1162,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1163,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1164,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1165,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1166,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1167,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1168,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1169,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1170,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1171,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1172,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1173,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1174,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1175,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1176,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1177,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1178,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1179,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1180,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1181,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1182,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1183,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1184,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1185,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1186,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1187,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1188,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1189,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1190,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1191,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1192,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1193,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1194,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1195,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1196,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1197,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1198,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1199,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1200,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1201,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1202,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1203,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1204,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1205,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1206,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1207,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1208,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1209,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1210,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1211,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1212,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1213,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1214,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1215,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1216,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1217,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1218,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1219,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1220,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1221,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1222,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1223,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1224,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1225,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1226,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1227,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1228,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1229,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1230,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1231,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1232,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1233,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1234,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1235,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1236,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1237,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1238,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1239,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1240,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1241,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1242,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1243,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1244,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1245,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1246,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1247,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1248,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1249,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1250,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1251,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1252,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1253,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1254,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1255,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1256,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1257,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1258,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1259,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1260,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1261,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1262,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1263,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1264,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1265,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1266,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1267,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1268,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1269,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1270,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1271,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1272,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1273,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1274,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1275,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1276,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1277,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1278,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1279,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1280,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1281,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1282,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1283,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1284,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1285,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1286,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1287,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1288,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1289,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1290,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1291,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1292,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1293,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1294,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1295,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1296,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1297,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1298,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1299,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1300,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1301,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1302,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1303,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1304,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1305,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1306,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1307,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1308,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1309,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1310,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1311,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1312,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1313,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1314,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1315,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1316,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1317,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1318,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1319,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1320,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1321,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1322,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1323,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1324,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1325,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1326,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1327,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1328,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1329,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1330,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1331,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1332,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1333,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1334,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1335,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1336,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1337,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1338,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1339,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1340,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1341,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1342,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1343,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1344,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1345,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1346,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1347,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1348,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1349,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1350,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1351,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1352,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1353,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1354,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1355,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1356,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1357,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1358,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1359,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1360,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1361,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1362,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1363,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1364,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1365,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1366,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1367,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1368,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_1369,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_1370,factual,What is 2^20?,1048576,
tmp_confidence_calibration_1371,factual,What is the capital of Uzbekistan?,Tashkent,
