id,task,question,answer,ground_truth,examples_count,context_length,difficulty,brain_zone,neural_analog
thlp_reward_0190,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0151,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0016,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0210,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0218,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,6,49,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0208,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0439,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,8,51,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0434,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0302,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0083,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0304,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0241,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0137,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0003,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0292,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,4,72,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0439,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0392,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0285,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,1,61,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0418,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0406,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0444,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0476,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,2,72,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0454,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0435,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0118,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0119,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0206,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0015,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0179,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0334,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0361,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0305,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0095,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0461,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,2,61,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_error_0158,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,17.3515,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0357,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,4,61,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0178,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0448,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0384,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_context_0357,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0314,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0424,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0150,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0162,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0440,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,1,72,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0397,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0112,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0326,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0311,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,2,51,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0284,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0408,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0100,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0076,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,5.5051,amygdala,Amygdala strengthens associations on prediction errors
thlp_belief_0274,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0479,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0114,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,8,49,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0276,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0117,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0457,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0144,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,30.861,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0122,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0282,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0161,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,5.5051,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0190,Long-Context Retention,"Alice bought 3 apples, 2 oranges, and 5 bananas.

How many fruits did Alice buy total?",10,10,0,3,3.0,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0312,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0035,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0227,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0272,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0295,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0017,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0127,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0455,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,1,51,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0430,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,1,49,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0044,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,30.861,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0386,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0236,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_fewshot_0464,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,8,72,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0335,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,1,51,3.0,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_fewshot_0211,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: cat -> Output: tac
Input: dog -> Output: god

Test: bird",drib,drib,2,51,5.5051,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_reward_0119,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0341,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0228,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0340,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0117,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,9.6981,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_belief_0040,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0002,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_error_0110,Error-Driven Learning,"I previously said 7 × 8 = 56.

No, 7 × 8 = 54.

What is 7 × 8?",54,54,0,14,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_context_0016,Long-Context Retention,"Bob has 5 cats. Yesterday he bought 3 more cats. Then he gave 2 cats to Carol. Before that, he had adopted 4 kittens.

How many cats does Bob have now?",10,10,0,5,5.5051,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0383,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_error_0437,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,9.6981,amygdala,Amygdala strengthens associations on prediction errors
thlp_reward_0008,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,17.3515,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_context_0287,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_belief_0155,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0179,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0000,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,3.0,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0346,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,5.5051,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_fewshot_0228,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 3 -> Output: odd
Input: 7 -> Output: odd
Input: 2 -> Output: even

Test: 5",odd,odd,6,72,17.3515,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_context_0222,Long-Context Retention,"A train leaves station A at 8 AM traveling at 60 mph. Station B is 180 miles away. At 9:30 AM, a second train leaves station B traveling at 80 mph.

At what time do the trains meet?",10:08 AM,10:08 AM,0,8,9.6981,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_error_0175,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,3.0,amygdala,Amygdala strengthens associations on prediction errors
thlp_fewshot_0302,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: 1, 2 -> Output: 3
Input: 3, 5 -> Output: 8

Test: 2, 7",9,9,4,49,9.6981,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0083,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,17.3515,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_fewshot_0309,Few-Shot Rule Induction,"Learn the rule from these examples and apply to the test case.

Input: apple -> Output: Apple
Input: banana -> Output: Banana

Test: cherry",Cherry,Cherry,8,61,30.861,hippocampus,Hippocampus PopulationCache stores patterns for fast retrieval and completion
thlp_belief_0130,Belief Update Under Correction,"Paris is the capital of Australia.

Actually, Canberra is the capital of Australia.

What is the capital of Australia?",Canberra,Canberra,0,33,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_context_0339,Long-Context Retention,"In a tournament, Team Alpha beats Team Beta (3-2). Team Beta beats Team Gamma (4-1). Team Gamma beats Team Delta (3-0). Team Delta beats Team Alpha (2-1) on penalties. Team Alpha also beats Team Gamma (4-3) in overtime. Team Epsilon draws with Team Beta (2-2) and loses to Team Delta (1-3). Team Gamma beats Team Epsilon (3-1). Team Delta ties with Team Beta (1-1). Team Alpha loses to Team Epsilon (2-3) in upset.

Based on these results, rank the teams by head-to-head performance and identify any circular rankings.","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card","Circular: Alpha > Beta > Gamma > Delta > Alpha, with Epsilon as wild card",0,21,30.861,hippocampus,Hippocampus consolidates episodic memory with Fibonacci capacity
thlp_reward_0017,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,9.6981,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0125,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_reward_0089,Reward-Signal Learning,"Action: Incorrect answer

Reward: Incorrect. Try again.

What reward did you receive?",negative_reward,negative_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_reward_0464,Reward-Signal Learning,"Action: Solve puzzle quickly

Reward: Correct! Good speed.

What reward did you receive?",positive_reward,positive_reward,0,28,30.861,accumbens,ACCumbens tracks reward stationarity for reinforcement
thlp_belief_0345,Belief Update Under Correction,"Water boils at 90°C.

Water boils at 100°C at sea level.

At what temperature does water boil at sea level?",100°C,100°C,0,49,3.0,hippocampus,Hippocampus cache invalidation triggers belief revision
thlp_error_0403,Error-Driven Learning,"I incorrectly stated that whales are fish.

Whales are mammals, not fish.

Are whales fish or mammals?",Mammals,Mammals,0,27,17.3515,amygdala,Amygdala strengthens associations on prediction errors
